name,Train_MAE,Test_MAE,Train_MSE,Test_MSE,Train_RMSE,Test_RMSE,Train_R2,Test_R2
Xgboost,2.273882826087446,2.6160893361121245,19.24594081771515,17.560517898469072,4.387019582554328,4.19052716235906,0.9942637040990389,0.9952534271288639
DecisionTrees,1.9082144361264065e-15,1.7323207710011512,1.022675199762893e-27,9.287603077963178,3.197929329680212e-14,3.047556903154259,1.0,0.997489579461003
RandomforestRegressor,0.3658805489323067,1.7110452166276797,2.4424686427281044,7.904918669735791,1.5628399286965073,2.811568720436296,0.9992720167334916,0.99786331629151
GradientBoosting,10.65232379908995,10.823636127486411,211.46039305448323,229.41133366668595,14.541677793655147,15.146330699766395,0.9369737547578064,0.9379905752774877
LinearRegression,13.299186790428392,12.719577959126449,333.3623867759404,220.8943479752891,18.25821422746322,14.862514860389176,0.9006405916494726,0.9402926994779457
